"file_name","part_code","day_of_recording","recording_number","topic","file_name_csv","duration_original","vocab_size","age","order"
"P_0310_14_2_MEAL__","P_0310",27,2,"MEAL","P_0310_14_2_MEAL__.csv",2456,7,14.69621252,451
"P_0141_25_6_PLAY__","P_0141",129,6,"PLAY","P_0141_25_6_PLAY__.csv",1162,70,25.80878485,452
"P_0298_28_10_BATH__","P_0298",173,10,"BATH","P_0298_28_10_BATH__.csv",1155,324,28.37322462,453
"P_0183_25_7_NAPPY__","P_0183",144,7,"NAPPY","P_0183_25_7_NAPPY__.csv",967,247,25.57864282,454
"P_0346_21_6_BED__","P_0346",135,6,"BED","P_0346_21_6_BED__.csv",737,89,21.6662283,455
"P_0339_23_2_BED__.","P_0339",53,2,"BED","P_0339_23_2_BED__..csv",1293,79,23.24434508,456
"P_0524_22_5_NAPPY__","P_0524",43,5,"NAPPY","P_0524_22_5_NAPPY__.csv",2700,45,22.22514466,457
"P_0137_26_10_BED__","P_0137",142,10,"BED","P_0137_26_10_BED__.csv",824,265,26.33482378,458
"P_0502_18_2_PLAY__","P_0502",53,2,"PLAY","P_0502_18_2_PLAY__.csv",676,88,18.41136244,459
"P_0348_28_5_BATH__","P_0348",173,5,"BATH","P_0348_28_5_BATH__.csv",1391,110,28.04445029,460
"P_0277_19_10_NAPPY__","P_0277",159,10,"NAPPY","P_0277_19_10_NAPPY__.csv",1171,285,19.92372436,461
"P_0193_21_6_MEAL__","P_0193",102,6,"MEAL","P_0193_21_6_MEAL__.csv",2044,106,21.27169911,462
"P_0229_24_6_PLAY__","P_0229",164,6,"PLAY","P_0229_24_6_PLAY__.csv",625,178,24.4608101,463
"P_0174_23_4_PLAY__","P_0174",114,4,"PLAY","P_0174_23_4_PLAY__.csv",1065,102,23.44160968,464
"P_0130_19_2_BED__BATH","P_0130",6,2,"BED","P_0130_19_2_BED__BATH.csv",419,68,19.13466597,465
"P_0277_15_1_PLAY__","P_0277",9,1,"PLAY","P_0277_15_1_PLAY__.csv",1063,68,15.18937401,466
"P_0153_27_10_BATH__.","P_0153",160,10,"BATH","P_0153_27_10_BATH__..csv",942,136,27.02524987,467
"P_0277_16_4_PLAY__","P_0277",57,4,"PLAY","P_0277_16_4_PLAY__.csv",1059,119,16.89900053,468
"P_0271_21_9_BATH__","P_0271",163,9,"BATH","P_0271_21_9_BATH__.csv",1885,301,21.567596,469
"P_0204_24_9_NAPPY__","P_0204",142,9,"NAPPY","P_0204_24_9_NAPPY__.csv",1329,169,24.88821673,470
"P_0183_21_1_NAPPY__","P_0183",32,1,"NAPPY","P_0183_21_1_NAPPY__.csv",1308,83,21.7648606,471
"P_0524_22_6_PLAY__","P_0524",55,6,"PLAY","P_0524_22_6_PLAY__.csv",528,50,22.55391899,472
"P_0280_25_3_PLAY__","P_0280",48,3,"PLAY","P_0280_25_3_PLAY__.csv",1202,103,25.64439769,473
"P_0463_18_6_BED__","P_0463",140,6,"BED","P_0463_18_6_BED__.csv",1288,147,18.57574961,474
"P_0137_25_8_MEAL__","P_0137",115,8,"MEAL","P_0137_25_8_MEAL__.csv",707,124,25.44713309,475
"P_0300_25_10_NAPPY__","P_0300",149,10,"NAPPY","P_0300_25_10_NAPPY__.csv",425,62,25.11835876,476
"P_0471_28_8_MEAL_","P_0471",97,8,"MEAL","P_0471_28_8_MEAL_.csv",1238,145,28.11020516,477
"P_0153_21_2_PLAY__","P_0153",11,2,"PLAY","P_0153_21_2_PLAY__.csv",1069,67,21.92924776,478
"P_0266_22_3_PLAY__","P_0266",54,3,"PLAY","P_0266_22_3_PLAY__.csv",1250,23,22.78406102,479
"P_0141_22_1_MEAL__","P_0141",8,1,"MEAL","P_0141_22_1_MEAL__.csv",743,20,22.0607575,480
"P_0235_17_4_BATH__PLAY","P_0235",55,4,"BATH","P_0235_17_4_BATH__PLAY.csv",667,14,17.65518148,481
"P_0359_23_12_BATH__","P_0359",169,12,"BATH","P_0359_23_12_BATH__.csv",905,30,23.37585481,482
"P_0345_22_7_MEAL__","P_0345",114,7,"MEAL","P_0345_22_7_MEAL__.csv",1225,225,22.22514466,483
"P_0277_19_9_PLAY__","P_0277",144,9,"PLAY","P_0277_19_9_PLAY__.csv",1228,285,19.92372436,484
"P_0408_21_9_NAPPY__","P_0408",162,9,"NAPPY","P_0408_21_9_NAPPY__.csv",808,77,21.63335087,485
"P_0243_17_1_PLAY__","P_0243",48,1,"PLAY","P_0243_17_1_PLAY__.csv",758,65,17.55654918,486
"P_0471_25_4_BED__","P_0471",28,4,"BED","P_0471_25_4_BED__.csv",934,75,25.28274592,487
"P_0174_24_7_BATH__","P_0174",145,7,"BATH","P_0174_24_7_BATH__.csv",797,145,24.39505523,488
"P_0437_15_3_BED__","P_0437",9,3,"BED","P_0437_15_3_BED__.csv",994,8,15.61678064,489
"P_0324_15_1_PLAY","P_0324",27,1,"PLAY","P_0324_15_1_PLAY.csv",589,30,15.9784324,490
"P_0159_25_2_MEAL__","P_0159",14,2,"MEAL","P_0159_25_2_MEAL__.csv",1270,9,25.61152025,491
"P_0505_15_4_BATH__","P_0505",81,4,"BATH","P_0505_15_4_BATH__.csv",1273,22,15.71541294,492
"P_0449_19_6_BATH__","P_0449",87,6,"BATH","P_0449_19_6_BATH__.csv",864,48,19.00315623,493
"P_0277_18_8_BED__","P_0277",125,8,"BED","P_0277_18_8_BED__.csv",1121,219,18.83876907,494
"P_0298_27_5_MEAL__","P_0298",109,5,"MEAL","P_0298_27_5_MEAL__.csv",1215,272,27.12388217,495
"P_0437_16_5_NAPPY__","P_0437",34,5,"NAPPY","P_0437_16_5_NAPPY__.csv",1457,23,16.2743293,496
"P_0505_15_3_PLAY__","P_0505",53,3,"PLAY","P_0505_15_3_PLAY__.csv",1701,20,15.09074171,497
